City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,saint-denis,48.9167,2.3333,9.56,76,0,3.09,FR,1744775119
300,luang prabang,19.8856,102.1347,27.98,69,75,1.03,LA,1744775120
301,talas,38.6908,35.5538,-0.63,93,0,0.51,TR,1744775121
302,malango,-2.9627,119.9001,24.39,82,100,0.52,ID,1744775122
303,lagoa,39.05,-27.9833,15.29,90,0,9.06,PT,1744775123
304,piti village,13.4626,144.6933,31.49,69,40,7.72,GU,1744775125
305,kenai,60.5544,-151.2583,7.05,53,100,4.63,US,1744775126
306,wanning,18.8003,110.3967,28.44,42,14,3.71,CN,1744775127
307,aljezur,37.3191,-8.8033,10.23,75,51,4.69,PT,1744775128
308,changnyeong,35.5415,128.4951,21.67,30,0,1.54,KR,1744775129
309,bulawayo,-20.15,28.5833,15.54,95,7,2.81,ZW,1744775130
310,nemuro,43.3236,145.575,3.29,88,100,9.4,JP,1744774885
311,port douglas,-16.4833,145.4667,27.0,64,48,6.93,AU,1744775133
312,abhar,36.1468,49.218,5.44,55,92,8.33,IR,1744775134
313,baicheng,45.6167,122.8167,13.07,30,79,4.19,CN,1744775135
314,pandan,14.0453,124.1694,30.26,62,92,2.63,PH,1744775136
315,saipan,15.1355,145.701,31.39,74,20,7.72,MP,1744775137
316,brookings,44.3114,-96.7984,7.88,43,0,4.14,US,1744774858
317,kuqa,41.7278,82.9364,20.92,16,99,6.56,CN,1744775140
318,shache,38.4167,77.2406,24.7,20,41,3.3,CN,1744775141
319,menaka,15.9182,2.4022,27.45,8,31,1.71,ML,1744775142
320,valparaiso,-33.0393,-71.6273,10.8,87,0,1.54,CL,1744775143
321,soe,-9.8607,124.284,26.48,80,46,1.0,ID,1744775144
322,hinis,39.3606,41.7022,-1.8,86,71,3.13,TR,1744775145
323,arkhangel'sk,64.5401,40.5433,-1.94,93,0,3.0,RU,1744775146
324,tofol,5.3248,163.0078,30.88,70,75,7.72,FM,1744775148
325,salekhard,66.53,66.6019,-5.91,89,94,1.91,RU,1744775149
326,saint-philippe,-21.3585,55.7679,26.24,81,42,4.7,RE,1744775150
327,al qadarif,14.0349,35.3834,26.05,32,10,4.09,SD,1744775151
328,candido mendes,-1.4467,-45.7167,23.72,96,6,0.33,BR,1744775152
329,susuman,62.7833,148.1667,0.64,88,100,3.57,RU,1744775153
330,sandnessjoen,66.0217,12.6316,6.06,61,75,2.06,NO,1744775154
331,carutapera,-1.195,-46.02,24.91,90,1,2.04,BR,1744775156
332,konarka,19.9,86.1167,30.97,60,1,4.24,IN,1744775157
333,manay,7.215,126.5397,27.11,83,100,2.7,PH,1744775158
334,mitu,1.1983,-70.1733,23.14,97,100,1.02,CO,1744775160
335,coahuayana de hidalgo,18.7,-103.6583,20.77,77,89,1.12,MX,1744775162
336,saint croix,17.7397,-64.7388,25.25,81,40,4.63,VI,1744775163
337,cill airne,52.05,-9.5167,3.04,78,99,0.74,IE,1744775164
338,bengkulu,-3.8004,102.2655,28.54,72,64,4.17,ID,1744775165
339,smithers,54.7804,-127.1743,6.18,39,40,3.6,CA,1744775103
340,essaouira,31.5125,-9.77,13.72,82,20,3.6,MA,1744775167
341,cedeira,43.6797,-8.0209,7.76,93,79,7.31,ES,1744775169
342,nunkini,20.3333,-90.1833,23.14,68,4,2.71,MX,1744775170
343,kuta,-8.7233,115.1723,30.97,74,20,5.14,ID,1744775171
344,sirre,8.3167,39.4833,17.81,82,95,2.18,ET,1744775172
345,biskupiec,53.8647,20.9569,10.72,93,100,5.81,PL,1744775173
346,yumbel,-37.0833,-72.5667,7.78,95,11,0.98,CL,1744775174
347,seybaplaya,19.65,-90.6667,24.7,63,15,7.96,MX,1744775175
348,akureyri,65.6835,-18.0878,-0.04,93,100,7.2,IS,1744775177
349,fort mcmurray,56.7268,-111.381,6.77,49,100,10.29,CA,1744775052
350,pochinok,54.4068,32.4407,7.12,75,84,3.37,RU,1744775179
351,mo i rana,66.3128,14.1428,-0.74,93,98,2.24,NO,1744775180
352,palu,-0.8917,119.8707,28.05,81,100,1.15,ID,1744775113
353,island harbour,50.724,-1.2758,8.89,79,95,5.81,GB,1744775182
354,igrim,63.1906,64.4162,2.05,96,100,4.85,RU,1744775184
355,arvayheer,46.2639,102.775,8.11,20,100,8.28,MN,1744775185
356,berezovyy,51.6667,135.7,4.6,66,100,2.87,RU,1744775186
357,jimena de la frontera,36.4352,-5.4539,7.94,92,0,2.27,ES,1744775187
358,kununurra,-15.7667,128.7333,34.99,38,41,3.09,AU,1744775188
359,namibe,-15.1961,12.1522,23.12,86,18,2.16,AO,1744775189
360,sampit,-2.5333,112.95,33.99,53,66,0.5,ID,1744775191
361,massawa,15.6097,39.45,25.3,62,12,2.88,ER,1744775192
362,idaho falls,43.4666,-112.0341,13.89,28,88,2.24,US,1744775193
363,opuwo,-18.0607,13.84,21.17,60,55,1.33,NA,1744775194
364,mumford,5.2618,-0.759,26.28,88,100,4.23,GH,1744775195
365,ban phai,16.06,102.731,32.83,46,100,1.82,TH,1744775196
366,gusinoozyorsk,51.2833,106.5,6.92,40,4,5.65,RU,1744775197
367,aklera,24.4167,76.5667,34.27,20,0,4.46,IN,1744775199
368,pama,11.2497,0.7075,30.74,46,28,4.29,BF,1744775200
369,zahirabad,17.6833,77.6167,30.2,43,72,6.03,IN,1744775201
370,coquimbo,-29.9533,-71.3436,12.85,94,0,1.03,CL,1744775202
371,seven pagodas,12.6264,80.1722,30.91,67,7,5.25,IN,1744775203
372,yarovoye,52.9273,78.58,7.41,51,16,3.7,RU,1744775205
373,bandar abbas,27.1865,56.2808,27.99,61,0,1.03,IR,1744775207
374,dickinson,29.4608,-95.0513,22.97,74,20,2.57,US,1744775208
375,asbe teferi,9.0833,40.8667,17.48,85,99,1.4,ET,1744775209
376,high river,50.5834,-113.8687,6.84,67,95,8.74,CA,1744775210
377,isangel,-19.55,169.2667,31.06,70,75,4.12,VU,1744775211
378,formosa do rio preto,-11.0483,-45.1931,22.35,84,28,1.13,BR,1744775212
379,sullivan,36.5168,-82.5332,11.43,40,40,6.17,US,1744775214
380,ndende,-2.4008,11.3581,23.39,98,100,0.19,GA,1744775215
381,jayapura,-2.5333,140.7,26.66,77,58,2.44,ID,1744775216
382,ratnagiri,16.9833,73.3,30.66,50,4,4.04,IN,1744775217
383,camocim,-2.9022,-40.8411,24.5,85,1,3.0,BR,1744775218
384,polyarnyy,69.1989,33.4478,-5.53,86,100,3.25,RU,1744775219
385,martin,27.0837,-80.4164,22.96,77,8,3.5,US,1744775221
386,livingston,55.9029,-3.5226,7.2,83,100,2.57,GB,1744775222
387,kissidougou,9.1848,-10.0999,21.8,92,70,1.39,GN,1744775224
388,cold lake,54.4502,-110.2017,6.97,29,40,4.12,CA,1744775176
389,datong,40.0936,113.2914,23.12,13,51,5.93,CN,1744775226
390,presque isle,46.6811,-68.0159,5.28,92,100,2.06,US,1744775227
391,valkeakoski,61.2642,24.0312,6.26,74,11,3.07,FI,1744775229
392,troitsko-pechorsk,62.7084,56.1964,-1.17,95,100,6.23,RU,1744775230
393,bodo,67.28,14.405,7.02,57,0,7.72,NO,1744775231
394,darwin,-12.4611,130.8418,31.99,55,75,3.6,AU,1744775207
395,lagos,6.5833,3.75,26.63,88,88,2.51,NG,1744775233
396,roma,43.2128,-75.4557,3.08,83,100,7.2,US,1744775164
397,geraldton,-28.7667,114.6,27.23,44,0,6.17,AU,1744775236
398,kodiak,57.79,-152.4072,3.73,93,100,13.89,US,1744775237
399,howrah,22.5892,88.3103,31.0,66,40,2.06,IN,1744775238
400,thunder bay,48.4001,-89.3168,-1.01,80,0,3.09,CA,1744775239
401,fort bragg,35.139,-79.006,13.78,43,0,2.06,US,1744775240
402,camana,-16.6228,-72.7111,18.57,94,26,3.08,PE,1744775241
403,broken hill,-31.95,141.4333,27.79,27,30,1.86,AU,1744775242
404,morehead city,34.7229,-76.726,17.22,43,0,4.63,US,1744775244
405,newnham,-41.3833,147.1333,18.53,55,20,5.14,AU,1744775245
406,portland,45.5234,-122.6762,17.16,57,28,2.18,US,1744775005
407,vrable,48.2437,18.3085,12.99,90,32,5.52,SK,1744775247
408,bodaybo,57.8506,114.1933,2.32,59,100,4.34,RU,1744775248
409,tshikapa,-6.4167,20.8,22.17,87,100,0.93,CD,1744775249
410,yerofey pavlovich,53.9667,121.9667,2.16,80,100,1.62,RU,1744775251
411,bubaque,11.2833,-15.8333,23.99,71,4,5.24,GW,1744775252
412,severo-yeniseyskiy,60.3725,93.0408,-5.19,87,100,8.27,RU,1744775253
413,kota bharu,6.1333,102.2386,30.53,79,40,1.54,MY,1744775254
414,meadow lakes,61.6247,-149.6011,7.93,50,100,4.12,US,1744775256
415,sidi akkacha,36.4647,1.3026,10.16,79,100,3.78,DZ,1744775258
416,ouargaye,11.5033,0.0572,30.84,42,5,5.62,BF,1744775259
417,malpica,43.3228,-8.8105,7.91,100,85,5.51,ES,1744775260
418,petauke,-14.2426,31.3253,18.28,96,100,1.65,ZM,1744775261
419,chipinge,-20.1883,32.6236,16.84,95,95,1.59,ZW,1744775262
420,conception bay south,47.4999,-52.9981,4.85,95,97,5.34,CA,1744775263
421,nema,57.5067,50.5011,9.38,79,45,6.49,RU,1744775266
422,huilong,31.8111,121.655,24.37,38,100,7.72,CN,1744775267
423,castillos,-34.1667,-53.8333,11.51,91,68,1.58,UY,1744775268
424,tralee,52.2704,-9.7026,2.88,79,91,0.44,IE,1744775269
425,cockburn town,21.4612,-71.1419,25.24,77,100,7.73,TC,1744775270
426,kerikeri,-35.2268,173.9474,19.39,93,100,8.05,NZ,1744775272
427,castanos,26.7833,-101.4167,22.41,58,94,2.21,MX,1744775273
428,liminka,64.8099,25.4155,3.36,70,0,3.6,FI,1744775274
429,remire-montjoly,4.9167,-52.2667,26.02,94,75,2.06,GF,1744775275
430,paramonga,-10.6667,-77.8333,19.05,87,91,3.05,PE,1744775276
431,ad dilam,23.9915,47.1627,21.6,24,0,4.13,SA,1744775277
432,ghanzi,-21.5667,21.7833,18.59,80,18,2.86,BW,1744775279
433,petawawa,45.9001,-77.3328,0.77,76,100,6.17,CA,1744775281
434,port blair,11.6667,92.75,27.02,89,75,2.57,IN,1744775282
435,nelson bay,-32.7167,152.15,20.61,85,99,5.36,AU,1744775283
436,villa juarez,24.6536,-107.5411,30.14,42,100,3.09,MX,1744775286
437,sabang,5.8933,95.3214,27.38,75,100,2.79,ID,1744775287
438,manicore,-5.8092,-61.3003,22.95,99,77,0.78,BR,1744775288
439,hudson,40.7168,-74.0663,10.7,51,100,10.28,US,1744775289
440,olyokminsk,60.3736,120.4264,2.06,82,99,5.63,RU,1744775290
441,maumere,-8.6199,122.2111,30.52,68,28,2.79,ID,1744775292
442,saint-jean-d'angely,45.95,-0.5167,6.41,90,100,1.28,FR,1744775293
443,el nido,11.1858,119.3956,32.3,69,98,4.45,PH,1744775294
444,jakobstad,63.6749,22.7026,3.35,75,97,3.83,FI,1744775295
445,khonsa,27.0167,95.5667,28.2,48,24,1.97,IN,1744775296
446,jiazi,22.8779,116.067,24.23,67,100,4.55,CN,1744775297
447,mangrol,21.1167,70.1167,28.32,66,0,5.84,IN,1744775299
448,idri,27.5,13.2667,22.47,16,98,3.38,LY,1744775300
449,kafir qala,34.6667,61.0667,21.63,43,0,3.21,AF,1744775301
450,alofi,-19.0595,-169.9187,26.94,78,40,6.69,NU,1744775302
451,gurmatkal,16.8667,77.4,30.14,44,64,6.91,IN,1744775303
452,gwadar,25.1216,62.3254,27.74,76,79,4.37,PK,1744775304
453,nanao,37.05,136.9667,12.39,67,6,8.63,JP,1744775306
454,zalingei,12.9096,23.4741,21.37,14,9,2.39,SD,1744775307
455,hankasalmi,62.3833,26.4333,3.6,82,85,2.25,FI,1744775308
456,ceerigaabo,10.6162,47.368,17.69,83,34,1.88,SO,1744775309
457,argo,37.6333,22.7333,13.89,77,54,1.1,GR,1744775310
458,quepos,9.4236,-84.1652,26.98,81,20,1.69,CR,1744775311
459,okha,53.5739,142.9478,0.69,98,100,2.56,RU,1744775312
460,goulburn,-34.75,149.7167,19.84,37,95,3.14,AU,1744775314
461,altay,47.8667,88.1167,10.65,37,0,1.69,CN,1744775315
462,suoyarvi,62.0833,32.35,2.92,86,92,1.96,RU,1744775316
463,bechar,31.6167,-2.2167,14.18,38,40,11.83,DZ,1744775317
464,xilin hot,43.9667,116.0333,19.58,27,99,5.3,CN,1744775318
465,klyuchi,52.2667,79.1667,8.81,67,11,3.95,RU,1744775319
466,toliara,-23.35,43.6667,24.77,84,8,3.21,MG,1744775321
467,bongaigaon,26.4782,90.5568,32.41,32,0,1.81,IN,1744775322
468,masterton,-40.9597,175.6575,14.06,69,100,4.38,NZ,1744775323
469,elko,41.0002,-115.5012,14.57,23,52,2.68,US,1744775324
470,kone,-21.0595,164.8658,26.6,68,49,4.3,NC,1744775325
471,gongzhuling,43.5008,124.8198,15.36,35,80,3.8,CN,1744775326
472,berdigestyakh,62.0989,126.6992,-1.57,76,100,3.6,RU,1744775327
473,damghan,36.1683,54.348,15.44,51,2,4.12,IR,1744775330
474,mulchen,-37.7167,-72.2333,7.38,93,61,1.26,CL,1744775331
475,amga,60.8953,131.9608,-1.18,76,85,0.95,RU,1744775332
476,kill devil hills,36.0307,-75.676,16.1,34,0,5.14,US,1744775333
477,gaillimh,53.2719,-9.0489,4.83,72,100,3.95,IE,1744775335
478,nyurba,63.2842,118.3319,-1.54,82,100,5.34,RU,1744775336
479,taoudenni,22.6783,-3.9836,23.32,18,0,3.99,ML,1744775337
480,t'ongch'on-up,38.9539,127.8917,16.11,50,67,1.63,KP,1744775338
481,battagram,34.6772,73.0233,26.77,35,33,1.54,PK,1744775339
482,sisimiut,66.9395,-53.6735,-6.98,69,100,3.0,GL,1744775340
483,vadso,70.0744,29.7487,-2.91,80,0,2.57,NO,1744775341
484,launceston,-41.45,147.1667,18.8,55,20,5.14,AU,1744775343
485,santa teresa,10.2341,-66.6631,22.14,93,32,0.63,VE,1744775344
486,sosnogorsk,63.6023,53.8817,-2.19,81,100,5.36,RU,1744775345
487,rosetta,31.4044,30.4164,13.63,65,28,3.78,EG,1744775346
488,rapar,23.5667,70.6333,31.08,42,0,5.26,IN,1744775347
489,bu'aale,1.0833,42.5833,26.75,79,96,1.6,SO,1744775348
490,guerrero,17.6667,-100.0,18.91,53,10,3.74,MX,1744775349
491,oliena,40.2723,9.403,11.88,89,73,1.57,IT,1744775351
492,guiuan,11.0333,125.7247,28.87,70,100,7.12,PH,1744775352
493,north battleford,52.7834,-108.2847,11.05,40,75,5.66,CA,1744775353
494,mar'yinka,47.9453,37.5054,11.3,56,59,2.98,UA,1744775354
495,mastic beach,40.7668,-72.8521,11.14,64,40,8.23,US,1744775357
496,raymondville,26.4815,-97.7831,22.05,81,9,3.77,US,1744775358
497,sompeta,18.9333,84.6,29.81,54,31,3.64,IN,1744775359
498,fortuna,40.5982,-124.1573,10.75,94,100,3.6,US,1744775360
499,urzhar,47.093,81.6294,8.66,88,93,1.99,KZ,1744775361
500,khotyn,48.4833,26.5,8.97,73,97,5.95,UA,1744775362
501,pemba,-12.974,40.5178,25.39,100,20,3.6,MZ,1744775363
502,muynoq,43.7683,59.0214,12.08,46,97,10.94,UZ,1744775366
503,chapeco,-27.0964,-52.6183,18.86,100,0,1.54,BR,1744775367
504,weining,26.85,104.2333,18.8,56,99,2.86,CN,1744775368
505,volzhskiy,48.7858,44.7797,12.58,47,100,0.97,RU,1744775369
506,treasure island,27.7692,-82.769,22.32,80,20,3.09,US,1744775370
507,taghazout,30.5426,-9.7112,15.4,67,11,3.98,MA,1744775372
508,fort st. john,56.2499,-120.8529,4.94,36,75,5.66,CA,1744775091
509,vilhena,-12.7406,-60.1458,21.27,98,100,0.98,BR,1744775374
510,kefamenanu,-9.4467,124.4781,29.8,65,40,1.55,ID,1744775375
511,alotau,-10.3069,150.4462,27.58,86,100,2.07,PG,1744775376
512,tororo,0.693,34.1809,17.61,90,94,0.77,UG,1744775211
513,save,8.0425,2.486,25.29,84,38,2.23,BJ,1744775378
514,amqui,48.4638,-67.4313,0.97,98,100,6.46,CA,1744775380
515,guiping,23.3925,110.0814,31.16,20,100,1.9,CN,1744775381
516,vorkuta,67.5,64.0,-11.69,95,85,3.4,RU,1744775382
517,mersa matruh,31.3525,27.2453,12.11,82,40,1.54,EG,1744775383
518,balykshi,47.0667,51.8667,8.0,61,0,5.0,KZ,1744775384
519,necochea,-38.5473,-58.7368,11.54,88,100,3.36,AR,1744775385
520,dunedin,-45.8742,170.5036,12.49,72,34,7.8,NZ,1744775386
521,ulanhot,46.0833,122.0833,12.7,36,67,4.61,CN,1744775388
522,luwuk,-0.9516,122.7875,27.42,80,97,0.49,ID,1744775389
523,termas de rio hondo,-27.4998,-64.8604,22.22,63,100,1.87,AR,1744775390
524,steinbach,50.1667,8.5667,11.85,91,0,1.54,DE,1744775391
525,belyayevka,51.3974,56.4096,9.13,53,14,2.78,RU,1744775392
526,suvorovskaya,44.1942,42.6539,7.01,97,100,3.18,RU,1744775393
527,eforie sud,44.0229,28.6494,9.65,78,94,4.47,RO,1744775395
528,shalkar,47.8288,59.6258,8.74,50,0,3.94,KZ,1744775396
529,tshabong,-26.05,22.45,17.03,72,0,1.74,BW,1744775397
530,pachino,36.7186,15.0907,16.52,87,86,6.88,IT,1744775398
531,mao,39.8885,4.2658,13.31,88,20,3.6,ES,1744775399
532,kristiansund,63.1115,7.732,9.36,81,100,3.09,NO,1744775400
533,rafsanjan,30.4067,55.9939,28.91,20,0,8.74,IR,1744775401
534,onguday,50.75,86.15,8.12,63,92,1.61,RU,1744775403
535,laayoune,27.1622,-13.2032,16.32,70,0,6.26,EH,1744775404
536,igarka,67.4667,86.5833,-5.16,93,100,9.15,RU,1744775405
537,new norfolk,-42.7826,147.0587,19.4,48,99,0.93,AU,1744775406
538,kapa'a,22.0752,-159.319,26.18,82,20,5.14,US,1744775407
539,cabo san lucas,22.8909,-109.9124,22.74,66,100,7.95,MX,1744775408
540,kudymkar,59.0173,54.656,7.95,75,84,7.18,RU,1744775409
541,soio,-6.1349,12.3689,25.7,93,100,2.19,AO,1744775411
542,oranjemund,-28.55,16.4333,14.31,85,2,3.1,NA,1744775412
543,kavaratti,10.5669,72.642,29.03,70,11,3.38,IN,1744775413
544,maydanshakhr,34.3956,68.8662,18.03,29,71,1.49,AF,1744775414
545,venice,27.0998,-82.4543,22.21,77,20,2.68,US,1744775415
546,swedru,5.5371,-0.6998,24.41,93,100,1.95,GH,1744775416
547,prince rupert,54.3161,-130.3201,7.05,76,0,6.69,CA,1744775417
548,sao vicente,-23.9631,-46.3919,22.78,83,100,1.84,BR,1744775419
549,yatou,37.15,122.3833,19.65,48,100,8.33,CN,1744775420
550,bay city,43.5945,-83.8889,2.28,74,100,8.75,US,1744775422
551,santiago de cao,-7.9589,-79.2392,17.07,88,40,4.63,PE,1744775423
552,lobujya,27.95,86.8167,-3.27,54,72,1.12,NP,1744775424
553,tateyama,34.9833,139.8667,16.96,48,20,9.26,JP,1744775426
554,sadalgi,16.5667,74.55,31.57,24,23,2.78,IN,1744775427
555,ulsteinvik,62.3432,5.8487,9.62,90,100,0.45,NO,1744775428
556,puerto carreno,6.189,-67.4859,29.99,58,0,1.03,CO,1744775429
557,newton aycliffe,54.6184,-1.5719,7.66,86,75,5.14,GB,1744775430
558,vorgashor,67.5833,63.95,-12.35,96,83,3.23,RU,1744775431
559,kuala tungkal,-0.8167,103.4667,30.82,64,68,1.68,ID,1744775432
560,manado,1.487,124.8455,27.43,89,40,0.51,ID,1744775434
561,jijiga,9.35,42.8,19.05,80,42,2.47,ET,1744775435
562,big stone gap,36.8677,-82.7745,8.41,65,33,2.62,US,1744775436
563,umm kaddadah,13.6017,26.6876,19.76,13,10,6.24,SD,1744775437
564,oroqen zizhiqi,50.5667,123.7167,10.45,30,96,1.73,CN,1744775438
565,lincoln city,44.9582,-124.0179,11.31,91,50,6.71,US,1744775439
566,jackson,42.4165,-122.8345,20.93,32,0,4.63,US,1744775440
567,kabinda,-6.1333,24.4833,19.47,95,98,0.45,CD,1744775442
568,inyonga,-6.7167,32.0667,17.24,94,93,1.51,TZ,1744775444
569,bogotol,56.2078,89.5342,1.46,58,74,3.72,RU,1744775445
570,ciudad lazaro cardenas,17.9583,-102.2,22.75,75,59,1.27,MX,1744775446
571,walvis bay,-22.9575,14.5053,13.53,94,23,5.14,NA,1744775449
572,botro,7.8525,-5.3106,23.32,92,62,1.32,CI,1744775450
573,turpan,42.9333,89.1667,23.74,19,100,1.94,CN,1744775451
574,tidjikja,18.5564,-11.4271,23.69,24,19,6.91,MR,1744775452
575,buta,2.7858,24.73,21.32,92,100,0.88,CD,1744775453
576,rio grande,-32.035,-52.0986,17.87,88,43,2.15,BR,1744775454
577,lethem,3.3803,-59.7968,27.26,67,28,5.47,GY,1744775456
578,karangampel,-6.4622,108.4519,31.47,67,28,3.85,ID,1744775457
579,chui,-33.6971,-53.4616,13.39,87,42,1.43,UY,1744775458
580,west milford,41.1312,-74.3674,8.03,53,28,6.08,US,1744775459
581,ribadesella,43.4614,-5.0596,7.23,77,15,3.65,ES,1744775461
582,al burayqah,30.4062,19.5739,20.09,25,10,7.97,LY,1744775462
583,santa maria,-29.6842,-53.8069,16.61,94,0,1.54,BR,1744775464
584,mostaganem,35.9311,0.0892,12.17,67,62,8.32,DZ,1744775465
585,balqash,46.8481,74.995,8.33,87,40,5.0,KZ,1744775466
586,pointe-noire,-4.7761,11.8635,25.56,92,100,2.02,CG,1744775467
587,pinahat,26.8839,78.3781,34.55,21,0,3.7,IN,1744775468
588,afaahiti,-17.75,-149.2833,27.02,79,100,5.29,PF,1744775469
589,kitimat,54.0524,-128.6534,3.96,81,62,1.0,CA,1744775470
590,morondava,-20.2833,44.2833,25.58,81,0,2.04,MG,1744775472
591,mata-utu,-13.2816,-176.1745,28.46,77,91,4.68,WF,1744775473
592,victorica,-36.2151,-65.4359,12.35,55,26,2.54,AR,1744775474
593,penzance,50.1186,-5.5371,6.38,79,100,10.23,GB,1744775475
594,la ronge,55.1001,-105.2842,10.14,34,75,4.12,CA,1744775476
595,caleta de carquin,-11.0925,-77.6267,19.39,84,92,3.57,PE,1744775477
596,primorsko-akhtarsk,46.0497,38.1747,11.02,70,96,5.53,RU,1744775478
597,crucecita,-28.95,-58.9833,16.78,77,0,2.75,AR,1744775480
598,lazaro cardenas,17.9583,-102.2,22.75,75,59,1.27,MX,1744775481
599,minas de marcona,-15.2119,-75.1103,13.37,90,89,6.34,PE,1744775482
600,smara,26.7384,-11.6719,14.76,75,3,5.56,EH,1744775483
